id,tweet_link,tweet_link_decision,text,created_at,favorite_count,retweet_count,lang,user_id,user_name,user_screen_name,twitter_profile_link,twitter_profile_link_decision,botometer_score,botometer_calculation_date,user_followers_count,user_friends_count,user_favourites_count,user_listed_count,user_statuses_count,user_description,user_location,user_created_at,user_verified,user_protected,manual_bot_check,threshold_date,account_age,label
1622170096675299329,https://twitter.com/runews/status/1622170096675299329,,"Turkey newspaper reveal the terrible dimensions of Ukraine army losses:   Ukraine: 157,000 soldiers dead.  234 Dead – NATO military trainers (US and UK) 2,458 Dead – NATO soldiers (Germany, Poland, Lithuania,etc)   Ursula‘s video was deleted  https://t.co/RXBmSE5oyj https://t.co/HYBZNVssdR",Sun Feb 05 09:47:44 +0000 2023,30162,7406,en,243318995,Russian Market,runews,https://twitter.com/runews,,0.2,,261995,9,1027,3641,138297,Citizen journalist. People only want to see 1 side of a story.,,2011-01-26 19:56:43+00:00,False,False,,2022-02-24 00:00:00+00:00,4046,misinfo
1517497902943420424,https://twitter.com/Xaviente/status/1517497902943420424,,"""Aleksandra Zelenskaya, Zelensky's daughter, disowns her father. She calls him a Nazi and a murderer of the Ukrainian people: """"Russians, Ukrainians, I want to tell you what is happening there!"""" https://t.co/efh51F0u0v""",Fri Apr 22 13:37:48 +0000 2022,5,4,en,1401568654760816645,ENTE♻️PirAten🏴‍☠️,Xaviente,https://twitter.com/Xaviente,,0.1,,184,160,4263,0,6534,http://Phyton.org -- INDEPE////🦾🦾 Políticamente exiliado💦💦💦 🌐🫧🫧🫧      DM⛔,Barcelona.---CAT.,2021-06-06 15:56:48+00:00,False,False,,2022-02-24 00:00:00+00:00,262,misinfo
1630750037062942722,https://twitter.com/realstewpeters/status/1630750037062942722,,"Volodymyr Zelensky is a total sociopath.   Screw Zelensky. Fuck Ukraine.   After these comments, I’m officially supporting Putin. https://t.co/xuXoQufIlE",Wed Mar 01 02:01:21 +0000 2023,31554,8237,en,1288319695658135552,Stew Peters,realstewpeters,https://twitter.com/realstewpeters,,0.0,,242707,106,1250,1003,10366,"The People’s Bullhorn - The Stew Peters Show ✝️🇺🇸 Executive Producer of #WatchTheWater, #TheseLittleOnes and #DiedSuddenly","Minneapolis, MN",2020-07-29 03:45:36+00:00,False,False,,2022-02-24 00:00:00+00:00,574,misinfo
1504197628363485191,https://twitter.com/maxasteele/status/1504197628363485191,,New York Post tweet mistakenly suggests Kamala Harris tweet mistakenly suggested Ukraine is part of NATO,Wed Mar 16 20:47:15 +0000 2022,53,15,en,519025164,Max Steele,maxasteele,https://twitter.com/maxasteele,,0.2,,15988,5011,32901,248,57566,Director of Federal and Political Comms @Everytown. Alum of @American_Bridge @amyklobuchar @bob_casey @padems @fladems etc. Lapsed Florida Man.,"Washington, DC",2012-03-09 00:28:23+00:00,True,False,,2022-02-24 00:00:00+00:00,3638,misinfo
1499373988165812226,https://twitter.com/suhasinih/status/1499373988165812226,,"MEA denies reports that Russia “stopped the war for 6 hours” in order to facilitate Indians escaping Kharkiv, adds that they received inputs from Russia that prompted them to tell citizens to leave the city and choose certain routes, no “coordination” on Russian missile strikes.",Thu Mar 03 13:19:50 +0000 2022,4292,1377,en,25966181,Suhasini Haidar,suhasinih,https://twitter.com/suhasinih,,0.0,,1362558,2716,10620,2338,79496,"National Editor and Diplomatic Affairs Editor, The Hindu",New Delhi,2009-03-23 06:45:42+00:00,True,False,,2022-02-24 00:00:00+00:00,4720,misinfo
1592761579707461633,https://twitter.com/prohibidosaber/status/1592761579707461633,deleted post,Zelensky ataca a Polonia lanzándole dos misiles a su territorio provocando muertes y queriendo hacerlos pasar por misiles rusos para que la OTAN entre en guerra con Rusia y provocar la tercera guerra mundial. Pero fueron descubiertos los restos de los misiles son  (hilo) https://t.co/fHc92vGhS0,Wed Nov 16 06:08:47 +0000 2022,4171,1722,es,350814025,Prohibido Saber,prohibidosaber,https://twitter.com/prohibidosaber,,0.9,,10485,313,2249,15,13750,Noticias censuradas o invisibilizadas en los grandes medios. Telegram: http://t.me/prohibidosaber Aportes: http://patreon.com/prohibidosaber,,2011-08-08 10:37:50+00:00,False,False,,2022-02-24 00:00:00+00:00,3852,misinfo
1602841136363556864,https://twitter.com/SGMWorldnews/status/1602841136363556864,deleted post,"BREAKING: Olena Zelenska, wife of Ukrainian President Zelensky, reportedly spent €40000 on a shopping trip in Paris while visiting the country to plead for more support for Ukraine, store employees have claimed online.",Wed Dec 14 01:41:20 +0000 2022,16907,7753,en,1488136702975614978,SGM World News,SGMWorldnews,https://twitter.com/SGMWorldnews,Doesn't exist,,,5267,81,12,36,443,Connecting Wearside and the World: The International division of @Sunderland_GM focusing on global news and events.,Sunderland,2022-01-31 13:06:58+00:00,False,False,,2022-02-24 00:00:00+00:00,23,misinfo
1574003845612638208,https://twitter.com/jouhinanewssy/status/1574003845612638208,,"""#Italy: Protesters went up to the #European_Union headquarters in #Rome and tore up the """"Union"""" flag and replaced it with the Italian flag. 🔹️Italy's general election today, may bring the conservative right for the first time since World War II. #UkraineRussiaWar  #UkraineWar https://t.co/P0nF1DO4Vd""",Sun Sep 25 11:52:15 +0000 2022,4,3,en,284176623,جهينة نيوز,jouhinanewssy,https://twitter.com/jouhinanewssy,,1.4,,15024,1062,52,73,111472,جهينة نيوز موقع إخباري سوري باللغتين العربية والانكليزية  http://www.jpnews-sy.com https://m.facebook.com/profile.php?id=363100483795868&ref=content_fel  Tel,syria,2011-04-18 19:42:31+00:00,False,False,,2022-02-24 00:00:00+00:00,3964,misinfo
1578008659296149505,https://twitter.com/ProjectLincoln/status/1578008659296149505,,"Republicans want America to abandon Ukraine, a sovereign nation invaded by a tyrannical dictator. They’d rather we support a man who’s killed thousands and threatened to strike our homeland with nuclear weapons.   If Republicans win, Putin wins. Americans and Ukrainians lose. https://t.co/O3ih8gWi9K",Thu Oct 06 13:05:57 +0000 2022,19669,7637,en,1205226529455632385,The Lincoln Project,ProjectLincoln,https://twitter.com/ProjectLincoln,,0.0,,2795561,1067,10970,8501,23903,"""""""You cannot escape the responsibility of tomorrow by evading it today.” – Abraham Lincoln 🏴‍☠️ | Home of @LPTV | Partner of @JoinTheUnionUS & @LDIDemocracy""",The United States of America,2019-12-12 20:43:08+00:00,True,False,,2022-02-24 00:00:00+00:00,804,misinfo
1521069401856000001,https://twitter.com/timand2037/status/1521069401856000001,,"#Ukraine #Nazi girls have been popular with the western media. In 2014 Vita Zaveruha - who spoke of killing #Russians and #Jews - was featured in @ELLEfrance - now they run a mile from these stories, denying everything. But the Russians noticed. https://t.co/jmBdUp3bTt",Mon May 02 10:09:40 +0000 2022,84,50,en,56575418,tim anderson,timand2037,https://twitter.com/timand2037,,0.1,,68227,1444,29779,484,19436,"Writer, internationalist, academic. Director of the Centre for Counter Hegemonic Studies. Former political prisoner. Comment welcome but trolls will be blocked.","Sydney, Australia.",2009-07-14 02:18:31+00:00,False,False,,2022-02-24 00:00:00+00:00,4607,misinfo
1525935127255302147,https://twitter.com/Hartes_Geld/status/1525935127255302147,,Ein strammer Hitler-Gruß zum Abschied: Leider blendeten die Kameras den spektakulären Abgang der heroischen #ESC-Sieger unserer allseits geliebten #Ukraine aus. :) https://t.co/7Sg226OlPX,Sun May 15 20:24:19 +0000 2022,1682,967,de,860808843667935232,Hartes Geld,Hartes_Geld,https://twitter.com/Hartes_Geld,,0.1,,29039,397,31685,123,9833,Jurist • Libertär • Klartext,Österreich,2017-05-06 10:49:56+00:00,False,False,,2022-02-24 00:00:00+00:00,1754,misinfo
1525081909738541058,https://twitter.com/dberiik/status/1525081909738541058,,"@PrasmanDunka @expatua Yes it's no  laundry equipment. The combat helicopter has no place for a laundromat, not even in Russia where anything is possible 😂 https://t.co/n865yQHSos",Fri May 13 11:53:56 +0000 2022,48,1,en,2517517804,dav.ber,dberiik,https://twitter.com/dberiik,,0.5,,39,272,13847,0,4648,Dycky Cheb.  Krotitel kaolinitu ve směsi s křemenem a živcem za pomoci ztuhlého rehydratovaného hemihydrátu síranu vápenatého.,,2014-04-29 20:08:08+00:00,False,False,,2022-02-24 00:00:00+00:00,2857,misinfo
1550118073604050944,https://twitter.com/spriteer_774400/status/1550118073604050944,suspended account,"In Ukraine, the radio was hacked and it was reported that Zelensky was in intensive care",Thu Jul 21 13:58:43 +0000 2022,107,24,en,1525978009320181764,Spriteer,spriteer_774400,https://twitter.com/spriteer_774400,account suspended,,,14393,235,372,183,21107,"Donbass, Middle East,world events,all kinds of things, support work to  http://buymeacoffee.com/spriteer or http://ko-fi.com/spriteer",,2022-05-15 23:15:30+00:00,False,False,,2022-02-24 00:00:00+00:00,-81,misinfo
1580151877555011584,https://twitter.com/Arthy7777/status/1580151877555011584,,Où se cache Zelensky ? Cette vidéo révèle la vérité sur le faux fond lors des déclarations de Zelensky https://t.co/P1kUA6G8Jm,Wed Oct 12 11:02:20 +0000 2022,404,386,fr,1487778995236225025,Arthur Singer,Arthy7777,https://twitter.com/Arthy7777,,0.6,,287,80,7510,3,9655,Ne tentez pas de me mettre une étiquette ou bien me ranger dans un tiroir ... c'est peine perdue.,🌍,2022-01-30 13:26:16+00:00,False,False,,2022-02-24 00:00:00+00:00,24,misinfo
1632468710844669954,https://twitter.com/Terror_Alarm/status/1632468710844669954,,"🚨🇷🇺💉Russian President Vladimir Putin has ordered the destruction of all Covid-19 vaccine stockpiles on Russian soil, 48 hours after the scientist who made Russian vaccine was found strangled to death. https://t.co/qBhfqFRGpb",Sun Mar 05 19:50:45 +0000 2023,1300,510,en,754718787237281792,Terror Alarm,Terror_Alarm,https://twitter.com/Terror_Alarm,,0.0,,61679,319,1086,508,25197,Non-State-Affiliated Agenda-Free News Media with a focus on combating terrorism through #AI.  About us: https://t.co/DMdqj6YgLy  Telegram: https://t.co/PA5DCyTXSM,Israel,2016-07-17 16:45:55+00:00,False,False,,2022-02-24 00:00:00+00:00,2047,misinfo
1498386862112751622,https://twitter.com/soyunhoplita/status/1498386862112751622,,"Ejem... Adrián, estooo... A ver... Es que yo qué sé... https://t.co/bqIs6dWRaf",Mon Feb 28 19:57:21 +0000 2022,3210,1202,es,3085087007,Guillaume Debailly,soyunhoplita,https://twitter.com/soyunhoplita,,0.5,,232,633,6528,0,9798,Trabajo para la DGSE pero podría hacerlo para el AC-12. Ayuser. Ancelottista.,Infiltrado pero poco,2015-03-10 22:58:09+00:00,False,False,,2022-02-24 00:00:00+00:00,2542,misinfo
1511411711273754630,https://twitter.com/OmedirkDirk/status/1511411711273754630,suspended account,"De Oekraïne is 15x zo groot als Nederland,de Russen ‘zitten’ in Donbas,Luhansk en Mariupol.  Blijft over 13x Nederland.  Waarom worden de Oekraïners daar niet opgevangen?  Waarom kost dat weer 150.000 woningen hier?  Je kan toch beter in je land blijven? Veiligheid of omvolking..",Tue Apr 05 18:33:27 +0000 2022,1472,429,nl,2803134057,Ome Dirk,OmedirkDirk,https://twitter.com/OmedirkDirk,account suspended,,,287,149,1999,1,7950,"..Sommige lemmingen wisten heel goed wat er ging gebeuren,maar ze zaten klem tussen de anderen.  En konden alleen maar meerennen.",,2014-10-03 23:56:00+00:00,False,False,,2022-02-24 00:00:00+00:00,2700,misinfo
1498137342053593089,https://twitter.com/AFP/status/1498137342053593089,,"""VIDEO: Putin orders nuclear forces on high alert.  Russian president orders his defence chiefs to put nuclear """"deterrence forces"""" on high alert and accuses the West of taking """"unfriendly"""" steps against his country. Russia has the world's second-largest arsenal of nuclear weapons https://t.co/NjxNSJBJ3Y""",Mon Feb 28 03:25:51 +0000 2022,448,220,en,380648579,AFP News Agency,AFP,https://twitter.com/AFP,,0.1,,2289275,609,2400,26281,291949,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: http://u.afp.com/AFPTwitter,France,2011-09-27 00:35:10+00:00,True,False,,2022-02-24 00:00:00+00:00,3802,misinfo
1579377366933000192,https://twitter.com/EerikNKross/status/1579377366933000192,,Kyiv right now https://t.co/f2pe1gQlcU,Mon Oct 10 07:44:42 +0000 2022,964,488,en,45641327,Eerik N Kross,EerikNKross,https://twitter.com/EerikNKross,,0.1,,74214,1018,9075,1001,7655,"Ex intelligence director & adviser in Georgia, Iraq, Ukraine, Moldova. Estonian Parliament Foreign Affairs Committee. Silence is the real crime against humanity","Tallinn, Estonia",2009-06-08 19:05:29+00:00,True,False,,2022-02-24 00:00:00+00:00,4643,misinfo
1592896349431009280,https://twitter.com/ggreenwald/status/1592896349431009280,,US funding for war in Ukraine in 9 months:  Mar: $ 13.6 billion May: $ 40b  Nov: $ 37.7b: Biden's new request  That $ 91.3 billion is 33% more than Russia's *total military spending for the year*  It's *double* the US's average annual expenditure for its own war in Afghanistan,Wed Nov 16 15:04:18 +0000 2022,52174,21191,en,16076032,Glenn Greenwald,ggreenwald,https://twitter.com/ggreenwald,,0.0,,1887813,987,19186,21185,85116,"Journalist; Author; Co-Founder: The Intercept, @TheInterceptBr; HOPE Shelter (@abrigo_hope), @FreedomofPress, @ongcriadefavela; vegan; Insta: Glenn.11.Greenwald",GlennGreenwald@gmail.com,2008-09-01 03:13:32+00:00,True,False,,2022-02-24 00:00:00+00:00,4923,misinfo
1542200751023325186,https://twitter.com/SkyNews/status/1542200751023325186,,"""""""Don't be afraid"""".  Ukraine's defence minister, Oleksiy Reznikov, urges NATO to continue its support for Ukraine and not grow """"fatigued"""" by the ongoing war.  Live updates 👉 https://t.co/Aeqpcy98dL  📺 Sky 501, Virgin 602, Freeview 233 and YouTube https://t.co/DG40wjkGd3""",Wed Jun 29 17:38:06 +0000 2022,81,19,en,7587032,Sky News,SkyNews,https://twitter.com/SkyNews,,0.5,,7859522,23,1,30308,531768,"For breaking news @SkyNewsBreak. Watch live on Sky 501, Virgin Media HD 602, Freeview 233 and YouTube.  Download our app: http://onelink.to/skynews","London, UK",2007-07-19 14:42:53+00:00,True,False,,2022-02-24 00:00:00+00:00,5333,misinfo
1585180537261547521,https://twitter.com/fahadchishti12/status/1585180537261547521,,"In Ukraine, hunting Russian tanks with American FGM- 148 Javelin missiles. Has to be seen to be believed! https://t.co/z2xrGumH59",Wed Oct 26 08:04:25 +0000 2022,0,1,en,1143878925560483840,fahad chishti,fahadchishti12,https://twitter.com/fahadchishti12,,1.7,,3,81,38,0,81,,"Sindh, Pakistan",2019-06-26 13:49:22+00:00,False,False,,2022-02-24 00:00:00+00:00,973,misinfo
1498041255699247104,https://twitter.com/john_marquee/status/1498041255699247104,,"Geolocation of explosion outside Palanka in Cherkasy Oblast #Ukraine  Filmed from approximately 48.7421, 30.1018 https://t.co/YmOV4fQA5i",Sun Feb 27 21:04:02 +0000 2022,788,291,en,862792098986180608,John Marquee,john_marquee,https://twitter.com/john_marquee,,1.7,,10594,1189,17143,441,3460,Observer. OSINT. Geolocation. Open source investigator. Contributions: #BBCAfricaEye @nytimes @amnesty. Usual caveats.,Send me Telegram channels,2017-05-11 22:10:41+00:00,False,False,,2022-02-24 00:00:00+00:00,1749,misinfo
1621390350911676417,https://twitter.com/cramceleden74/status/1621390350911676417,,🇺🇦 Zelensky demande à l'OTAN une frappe préventive (nucléaire) contre la Russie. Combien de temps les Occidentaux vont-ils suivre cet individu dans sa folie ? https://t.co/AwZKJSuSh6,Fri Feb 03 06:09:18 +0000 2023,682,432,fr,1305566805432438785,Marc,cramceleden74,https://twitter.com/cramceleden74,,1.0,,7750,6891,38346,23,17656,"« La force dans nos bras, la vérité sur nos lèvres et la pureté dans nos cœurs. »",Haute-Savoie - Evian,2020-09-14 17:59:35+00:00,False,False,,2022-02-24 00:00:00+00:00,527,misinfo
1518188990364778502,https://twitter.com/Cyberspec1/status/1518188990364778502,,"""🇷🇺🇺🇦🇨🇦 Canadian media reports that the """"former"""" commander of the army, Lieutenant General Trevor Cadier, is in Ukraine, and he has been absent since February. It is speculated that he may be surrounded in #Azovstal https://t.co/er1Sqond8e""",Sun Apr 24 11:23:56 +0000 2022,344,169,en,505196984,Tony,Cyberspec1,https://twitter.com/Cyberspec1,,0.6,,8864,123,5150,182,12780,"Mainly military related developments, focused on the Russian Army and everything else interesting  Currently focused on World War Z   Russophile Account",Space Forces HQ,2012-02-27 00:40:34+00:00,False,False,,2022-02-24 00:00:00+00:00,3649,misinfo
1503857663460925445,https://twitter.com/Jesus63436708/status/1503857663460925445,,"Uh-Ooh! Yeaah!! THIS IS REALITY, REAL,VERY SERIOUS ISSUE THAT MATTERS! (UKRAINE CRISIS ACTORS) TIK-TOK VIDEOS!  🚨👈😲👍 https://t.co/u3rFEoos5V",Tue Mar 15 22:16:21 +0000 2022,0,1,en,1060952196584562689,TheGreenGhost,Jesus63436708,https://twitter.com/Jesus63436708,Doesn't exist,,,15,61,269,0,380,"Honest, Truthful, Sincere and Faithful",,2018-11-09 17:48:09+00:00,False,False,,2022-02-24 00:00:00+00:00,1202,misinfo
1498910511169159169,https://twitter.com/AfricaStoryLive/status/1498910511169159169,,"Russia's president, Vladimir Putin on Africans https://t.co/vTsp6fWXO4",Wed Mar 02 06:38:08 +0000 2022,1746,803,en,2431926235,Africa story Live,AfricaStoryLive,https://twitter.com/AfricaStoryLive,,0.9,,123081,21920,5,161,4348,All inquiries - africastorylive@gmail.com,Africa,2014-04-07 11:46:28+00:00,False,False,,2022-02-24 00:00:00+00:00,2879,misinfo
1609527208187498500,https://twitter.com/GianlucaCastro8/status/1609527208187498500,,"""Secondo Forbes l'aumento degli """"aiuti finanziari"""" a Kiev influisce direttamente sul crescente benessere finanziario dei politici ucraini. Strano, vero? No. Ecco dall'alto Zelensky, Reznikov (difesa), Kuleba (esteri), Klichko (sindaco di Kiev), Podoliak (consigliere di Zelensky) https://t.co/hkRRBpbvuu""",Sun Jan 01 12:29:24 +0000 2023,37,24,it,1330209122097229824,Gianluca Castro,GianlucaCastro8,https://twitter.com/GianlucaCastro8,,1.4,,6254,5027,12403,5,4706,"Giornalista professionista, opinionista pro bono contro i luoghi comuni del politicamente corretto, stufo del manicheismo NO DM.  Vita est militia super terram",Milano/Casteggio - Lombardia,2020-11-21 17:59:42+00:00,False,False,,2022-02-24 00:00:00+00:00,459,misinfo
1525564833961213952,https://twitter.com/ZperLaVittoria/status/1525564833961213952,suspended account,🚨𝑨𝑻𝑻𝑬𝑵𝒁𝑰𝑶𝑵𝑬🚨 🇷🇺💥🇺🇦🇺🇲🇬🇧 :  I seguenti si sono arresi ad #Azovstal: Il generale statunitense Eric Olson  il tenente colonnello britannico John Bailey e quattro istruttori militari della #NATO #Russian #Kharkov #Kharkiv  #kiev #NaziUkraine #donbas #ZelenskyWarCriminal https://t.co/WzMDK3sRQZ,Sat May 14 19:52:54 +0000 2022,76,41,it,1505666269307146242,🆉Informatore Militare🆉 🇷🇺𝗥𝗢𝗖 🥇💥🤺☭🇹,ZperLaVittoria,https://twitter.com/ZperLaVittoria,account suspended,,,538,11,103,5,3562,"Ortodossi, solo l'armonia ci rende forti ! Armi Modelli & Tecniche/ Tattiche di Guerra 🇷🇸  ⚡| La parte russa del conflito 🇷🇸","Moscow 🆉 55.77174400703612, 3",2022-03-20 22:03:19+00:00,False,False,,2022-02-24 00:00:00+00:00,-25,misinfo
1577627540419665921,https://twitter.com/Dpol_un/status/1577627540419665921,,An illustration of the quality of @BBCWorld ‘s “professional journalism”. Western Media is fighting at NATO’s proxy war with Russia in Ukraine like a rank and file soldier instead of providing objective information to its readers! 👎🏻👎🏻👎🏻,Wed Oct 05 11:51:31 +0000 2022,319,112,en,923231030160400384,Dmitry Polyanskiy,Dpol_un,https://twitter.com/Dpol_un,,0.4,,31953,324,5578,453,7329,First Deputy Permanent Representative of Russia 🇷🇺 to the UN. Hate lies and fake news. Dog lover 🐶 Views are my own. Retweet ❌endorsement,"Manhattan, NY",2017-10-25 16:53:25+00:00,True,False,,2022-02-24 00:00:00+00:00,1582,misinfo
1505654899777937413,https://twitter.com/KevinRothrock/status/1505654899777937413,,"I don’t know who took footage of Lukashenko explaining to Putin Ukraine’s “plan to attack Belarus” and then spliced him into what looks like a porno, and I’m not totally sure what it means, but I’m very here for it. https://t.co/a699UoAzKS",Sun Mar 20 21:17:56 +0000 2022,9861,1734,en,117856715,Kevin Rothrock,KevinRothrock,https://twitter.com/KevinRothrock,,0.1,,104279,701,22182,3180,18676,I monitor the Russian media. Day job: very famous & serious @meduza_en managing editor. Hear me @TheRussiaGuy. Send complaints to kevin@meduza.io. Father of 4.,"New Haven, CT",2010-02-26 21:07:56+00:00,True,False,,2022-02-24 00:00:00+00:00,4380,misinfo
1580055920351924224,https://twitter.com/DefenceHQ/status/1580055920351924224,,Latest Defence Intelligence update on the situation in Ukraine - 12 October 2022   Find out more about the UK government's response: https://t.co/JlAU5rpobY  🇺🇦 #StandWithUkraine 🇺🇦 https://t.co/S8aHomo3fy,Wed Oct 12 04:41:02 +0000 2022,1134,409,en,16133530,Ministry of Defence 🇬🇧,DefenceHQ,https://twitter.com/DefenceHQ,,0.0,,703104,635,600,7744,30861,DefenceHQ is the official corporate news channel of the UK Ministry of Defence.,London UK,2008-09-04 19:05:38+00:00,True,False,,2022-02-24 00:00:00+00:00,4920,misinfo
1497307778880212994,https://twitter.com/deep_seekers/status/1497307778880212994,,"""Unbelievable! CNN reported journalist """"Bernie Gores"""" died once in Afghanistan and again in Ukraine. Not only did he not die, CNN used a fake name. His real name is Jordie Jordan and he's a famous YouTube gaming streamer. Here he is, same photo! Good reporting CNN 😂 #fakenews https://t.co/8QlBLmRg4k""",Fri Feb 25 20:29:27 +0000 2022,1362,696,en,4805884231,DeepSeek,deep_seekers,https://twitter.com/deep_seekers,,1.1,,5132,4855,11050,35,524,"Live free, love and let be 💙",,2016-01-24 03:55:12+00:00,False,False,,2022-02-24 00:00:00+00:00,2222,misinfo
1557788942895927296,https://twitter.com/POTUS/status/1557788942895927296,,"I promised I'd address Putin's price hike at the pump, and I am.   We've used our strategic petroleum reserve to get relief to families fast – and we rallied our allies and partners around the world to do the same.   More work remains, but prices are dropping.",Thu Aug 11 18:00:00 +0000 2022,38758,5825,en,1349149096909668363,President Biden,POTUS,https://twitter.com/POTUS,,0.1,,24643416,12,0,19400,3790,"46th President of the United States, husband to @FLOTUS, proud dad & pop. Tweets may be archived: http://whitehouse.gov/privacy Text me: (302) 404-0880",,2021-01-13 00:37:08+00:00,True,False,,2022-02-24 00:00:00+00:00,406,misinfo
1510249049357791234,https://twitter.com/kiraincongress/status/1510249049357791234,,This is #Bucha. The outskirt of #Kyiv. Russians were killing people with their hands tied behind their backs and left the bodies near the road. I am shaking.   #StopPutinNOW https://t.co/ffzUV8d5xo,Sat Apr 02 13:33:27 +0000 2022,24796,11559,en,1168793622248067072,Kira Rudik,kiraincongress,https://twitter.com/kiraincongress,,0.0,,180689,141,122,1446,631,"Member of Ukrainian Parliament, Leader of Political party Golos, former CEO of Ring Ukraine. #politics #Ukraine #IT #FemaleLeadership #animalwelfare","Kyiv, Ukraine",2019-09-03 07:51:48+00:00,False,False,,2022-02-24 00:00:00+00:00,904,misinfo
1540133654806003713,https://twitter.com/bigSAC10/status/1540133654806003713,,Alchevs’k. Up-close footage recorded by a civilian of the anti-air defense system malfunctioning. Terrifying. #Ukraine️ #UkraineRussiaWar #UkraineWar https://t.co/2jTpeDkjQ4,Fri Jun 24 00:44:12 +0000 2022,34,10,en,1205592382223323137,bigSAC™,bigSAC10,https://twitter.com/bigSAC10,,0.8,,2716,143,11823,34,6836,Veterinary technician. #NAFO intelligence contractor. The CIA isn’t real. NSFW Russo-Ukrainian War content. 🇺🇦Слава Україні🇺🇦,United States,2019-12-13 20:56:50+00:00,False,False,,2022-02-24 00:00:00+00:00,803,misinfo
1505846525146062852,https://twitter.com/KyivPost/status/1505846525146062852,,"On March 20, #RussianMilitaries attacked the Podilsky district, #Kyiv. As a result of the shooting, a mall and automobiles at the parking lot got burnt. The information about murdered and injured people is found out. #WARINUKRAINE #WarCrimes #Kyivunderattack https://t.co/qnhMDLNruJ",Mon Mar 21 09:59:23 +0000 2022,240,122,en,14106476,KyivPost,KyivPost,https://twitter.com/KyivPost,,0.0,,370179,1573,2852,5629,56389,The award-winning Kyiv Post is the top international source of English-language news about Ukraine since 1995.,"#Kyiv, #Ukraine",2008-03-09 08:15:00+00:00,True,False,,2022-02-24 00:00:00+00:00,5099,misinfo
1582309547867136000,https://twitter.com/AClaireLegendre/status/1582309547867136000,,"Hommage à toute l'équipe de 🇨🇵 à Kiev sous la conduite d'@EdePoncins qui n'a jamais quitté l'#Ukraine, aux côtés des Ukrainiens à qui nous apportons notre soutien.",Tue Oct 18 09:56:08 +0000 2022,162,57,fr,1512211704,Anne-Claire Legendre,AClaireLegendre,https://twitter.com/AClaireLegendre,,0.5,,12491,3158,12297,133,11161,"Porte parole, Ministère de l’Europe et des Affaires étrangères 🇫🇷🇪🇺 | Spokeswoman 🇫🇷🇪🇺 MFA | Follow @FranceDiplo @Francediplo_AR @MinColonna",France,2013-06-13 02:55:48+00:00,True,False,,2022-02-24 00:00:00+00:00,3177,misinfo
1497827641172410368,https://twitter.com/NowImNothing_/status/1497827641172410368,,#Ukraine army cats are trained to spot and direct the location of  #Russiansniper laser dots. This is Mikael “The panther of   Kharkiv” who single handed exposed the location of 4 Snipers which ended in their deaths. #RussiaUkraineWar #invasionofUkraine #Putin #VolodymyrZelensky https://t.co/E4OUoKIqkr,Sun Feb 27 06:55:12 +0000 2022,5047,1196,en,79019935,R. Mônzon 🇺🇦🌻11:11,NowImNothing_,https://twitter.com/NowImNothing_,,0.6,,433,1351,12035,27,9465,"Punch Nazis & commies💥↙️↙️↙️, Neil Gaiman,🇯🇵日本, DNC, 🐱🐶 rescue, TNR INFJ 🦖שלום حب🇵🇸🇮🇱NASA NIИ 🇺🇸chapin 🇬🇹 PBS📺 🌈♻️.🖕🏽fk Putin",United States,2009-10-01 22:21:51+00:00,False,False,,2022-02-24 00:00:00+00:00,4528,misinfo
1554446023950581761,https://twitter.com/CharaCamgirl/status/1554446023950581761,suspended account,"Su Internet è apparso un video di russi in fuga dopo il recente attacco delle Forze armate alla stazione ferroviaria di Brylevka nella regione di Kherson  L'esercito ucraino ha distrutto uno scaglione con equipaggiamento, munizioni e personale. #UkraineWar #UkraineRussianWar https://t.co/nvI2VIqedY",Tue Aug 02 12:36:26 +0000 2022,17,10,it,1368999903876296705,Chara Ca,CharaCamgirl,https://twitter.com/CharaCamgirl,Doesn't exist,,,88,281,1999,1,6194,"Don't mind the nickname, I'm in favor of Ukraine. I have been a blogger for many years. Follow me if you wish.",,2021-03-08 19:00:10+00:00,False,False,,2022-02-24 00:00:00+00:00,352,misinfo
1537521784693702658,https://twitter.com/KyivIndependent/status/1537521784693702658,,"""⚡️Zelensky addresses Founders Forum in U.K. as hologram.   President Volodymyr Zelensky appeared as a hologram at the Founders Forum, a gathering of tech entrepreneurs in the U.K., to call on Europe's tech leaders to help rebuild Ukraine and to announce a """"digital lend-lease."""" https://t.co/RurjCpPqxS""",Thu Jun 16 19:45:33 +0000 2022,3191,690,en,1462548977367359490,The Kyiv Independent,KyivIndependent,https://twitter.com/KyivIndependent,,0.1,,2148695,19,148,16216,6907,Independent English-language journalism in Ukraine.  Become our patron: https://t.co/4OIXdyilwG  Donate: https://t.co/SoNr2TVrxO,Kyiv,2021-11-21 22:30:41+00:00,True,False,,2022-02-24 00:00:00+00:00,94,misinfo
1504156645999493122,https://twitter.com/Ramon_Madrid85/status/1504156645999493122,,No queríais ucranianos en Europa? pues ya llega la primera oleada de los que se han educado en el maidan.,Wed Mar 16 18:04:24 +0000 2022,116,92,es,4636084229,Ramón,Ramon_Madrid85,https://twitter.com/Ramon_Madrid85,,0.1,,1103,181,87723,14,18465,,Madrid,2015-12-28 21:05:43+00:00,False,False,,2022-02-24 00:00:00+00:00,2249,misinfo
